total_id,scientificName,kingdomName,phylumName,className,orderName,familyName,redlistCategory,marine_regions,url
10030/495630,Hexanchus griseus,ANIMALIA,CHORDATA,CHONDRICHTHYES,HEXANCHIFORMES,HEXANCHIDAE,Near Threatened,Atlantic Eastern Central,https://www.iucnredlist.org/species/10030/495630
11200/500969,Lamna nasus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/11200/500969
15873/788483,Pagrus pagrus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/15873/788483
161443/888910,Etmopterus pusillus,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/161443/888910
161564/890724,Carcharhinus altimus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Near Threatened,Atlantic Eastern Central,https://www.iucnredlist.org/species/161564/890724
161696/894216,Alopias superciliosus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ALOPIIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/161696/894216
161731/896169,Pteroplatytrygon violacea,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/161731/896169
126710128/896599,Mobula hypostoma,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,MOBULIDAE,Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/126710128/896599
177982/1510626,Acanthurus chirurgus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/177982/1510626
183153/1730321,Myrophis plumbeus,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/183153/1730321
185182/1777936,Dactylopterus volitans,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,DACTYLOPTERIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185182/1777936
185865/1783554,Phaeoptyx pigmentaria,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,APOGONIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185865/1783554
185924/1789864,Paroncheilus affinis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,APOGONIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185924/1789864
185931/1790824,Apogon pseudomaculatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,APOGONIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185931/1790824
185993/1800179,Eucinostomus melanopterus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GERREIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185993/1800179
188315/1856668,Chromis enchrysura,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/188315/1856668
188434/1874356,Abudefduf taurus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/188434/1874356
188581/1896808,Abudefduf saxatilis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/188581/1896808
188607/1900985,Chromis multilineata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/188607/1900985
188617/1902927,Microspathodon chrysurus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/188617/1902927
190071/1939832,Channomuraena vittata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190071/1939832
190085/1940431,Xenomystax congroides,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190085/1940431
190128/1941104,Muraena melanotis,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190128/1941104
190160/1942508,Ophichthus ophis,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190160/1942508
190166/1942974,Ariosoma anale,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190166/1942974
190193/1943625,Sphoeroides pachygaster,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190193/1943625
190196/1943920,Halosaurus guentheri,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,HALOSAURIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190196/1943920
190221/1944443,Lutjanus jocu,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/190221/1944443
190250/1946099,Gymnothorax maderensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190250/1946099
190312/1947402,Aldrovandia oleosa,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,HALOSAURIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190312/1947402
190315/1947540,Serrivomer beanii,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,SERRIVOMERIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190315/1947540
190318/1947860,Gymnothorax polygonius,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190318/1947860
190347/1948654,Zenopsis conchifer,ANIMALIA,CHORDATA,ACTINOPTERYGII,ZEIFORMES,ZEIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190347/1948654
190350/1948674,Avocettina infans,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,NEMICHTHYIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190350/1948674
190356/1949015,Aldrovandia affinis,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,HALOSAURIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190356/1949015
190380/1950085,Lagocephalus laevigatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190380/1950085
190400/1950522,Uroconger syringinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190400/1950522
190420/1951224,Corniger spinosus,ANIMALIA,CHORDATA,ACTINOPTERYGII,BERYCIFORMES,HOLOCENTRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190420/1951224
190429/1951474,Mulloidichthys martinicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,MULLIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190429/1951474
190431/1951675,Nettastoma melanurum,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,NETTASTOMATIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190431/1951675
190486/1953218,Aldrovandia gracilis,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,HALOSAURIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190486/1953218
190489/1953481,Polyacanthonotus merretti,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,NOTACANTHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190489/1953481
193272/2215661,Rypticus saponaceus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/193272/2215661
19488/2365291,Rhincodon typus,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,RHINCODONTIDAE,Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/19488/2365291
194967/2369138,Chlopsis bicolor,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CHLOPSIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/194967/2369138
194968/2369313,Ariosoma balearicum,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/194968/2369313
194989/2372328,Dysomma brevirostre,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,SYNAPHOBRANCHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/194989/2372328
195691/2403382,Enchelycore carychroa,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/195691/2403382
195694/2403753,Enchelycore nigricans,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/195694/2403753
195756/2413354,Gymnothorax miliaris,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/195756/2413354
195805/2420286,Gymnothorax vicinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/195805/2420286
195813/2421538,Muraena robusta,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/195813/2421538
195838/2425617,Aldrovandia phalacra,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,HALOSAURIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/195838/2425617
195839/2425844,Aldrovandia rostrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,HALOSAURIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/195839/2425844
195840/2425949,Halosauropsis macrochir,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,HALOSAURIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/195840/2425949
195844/2426462,Halosaurus ovenii,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,HALOSAURIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/195844/2426462
195852/2427458,Notacanthus chemnitzii,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,NOTACANTHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/195852/2427458
199007/2549297,Bascanichthys paulensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/199007/2549297
199022/2550931,Gorgasia inferomaculata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/199022/2550931
199068/2555436,Ilyophis brunneus,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,SYNAPHOBRANCHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/199068/2555436
199078/2556385,Heteroconger longissimus,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/199078/2556385
199088/2557736,Haptenchelys texis,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,SYNAPHOBRANCHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/199088/2557736
199115/2560633,Callechelys guineensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/199115/2560633
199161/2565331,Pseudophichthys splendens,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/199161/2565331
199205/2569787,Paraconger caudilimbatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/199205/2569787
199249/2574612,Histiobranchus bathybius,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,SYNAPHOBRANCHIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/199249/2574612
199272/2577050,Echiophis punctifer,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/199272/2577050
199323/2582833,Nemichthys curvirostris,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,NEMICHTHYIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/199323/2582833
199373/2588490,Venefica proboscidea,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,NETTASTOMATIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/199373/2588490
199401/2591532,Nessorhamphus ingolfianus,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,DERICHTHYIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/199401/2591532
3851/2870736,Carcharhinus limbatus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/3851/2870736
3852/2872747,Carcharhinus obscurus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/3852/2872747
3853/2874370,Carcharhinus plumbeus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/3853/2874370
3854/2876505,Carcharias taurus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Critically Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/3854/2876505
3855/2878674,Carcharodon carcharias,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/3855/2878674
162293947/2897883,Centrophorus granulosus,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/162293947/2897883
39336/2899894,Odontaspis noronhai,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/39336/2899894
39339/2900765,Alopias vulpinus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ALOPIIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/39339/2900765
39341/2903170,Isurus oxyrinchus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/39341/2903170
39368/2908817,Carcharhinus brevipinna,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/39368/2908817
39372/2910670,Carcharhinus leucas,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/39372/2910670
39374/2911619,Carcharhinus longimanus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Critically Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/39374/2911619
39378/2913541,Galeocerdo cuvier,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Near Threatened,Atlantic Eastern Central,https://www.iucnredlist.org/species/39378/2913541
39380/2915472,Negaprion brevirostris,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/39380/2915472
39381/2915850,Prionace glauca,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Near Threatened,Atlantic Eastern Central,https://www.iucnredlist.org/species/39381/2915850
39385/2918526,Sphyrna lewini,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SPHYRNIDAE,Critically Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/39385/2918526
39386/2920499,Sphyrna mokarran,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SPHYRNIDAE,Critically Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/39386/2920499
39388/2921825,Sphyrna zygaena,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SPHYRNIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/39388/2921825
41736/2954286,Carcharhinus galapagensis,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/41736/2954286
41801/2956075,Echinorhinus brucus,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ECHINORHINIDAE,Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/41801/2956075
41823/2956343,Heptranchias perlo,ANIMALIA,CHORDATA,CHONDRICHTHYES,HEXANCHIFORMES,HEXANCHIDAE,Near Threatened,Atlantic Eastern Central,https://www.iucnredlist.org/species/41823/2956343
41830/2956761,Isistius brasiliensis,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/41830/2956761
44565/2994832,Mitsukurina owstoni,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,MITSUKURINIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/44565/2994832
44566/2995045,Pseudotriakis microdon,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,PSEUDOTRIAKIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/44566/2995045
60212/3093223,Isistius plutodus,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60212/3093223
60214/3093390,Squaliolus laticaudus,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60214/3093390
60215/3093577,Zameus squamulosus,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60215/3093577
60219/3094326,Carcharhinus signatus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/60219/3094326
144141186/3095153,Ginglymostoma cirratum,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,GINGLYMOSTOMATIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/144141186/3095153
60225/3095898,Isurus paucus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/60225/3095898
60236/3096618,Etmopterus bigelowi,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60236/3096618
63153/3123409,Gymnura altavela,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,GYMNURIDAE,Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/63153/3123409
11534/3292503,Lepidochelys olivacea,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/11534/3292503
154647/4596702,Coelorinchus occa,ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/154647/4596702
154673/4602802,Bathyuroconger vicinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/154673/4602802
154712/4614989,Coryphaena hippurus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CORYPHAENIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/154712/4614989
154729/4619676,Diaphus rafinesquii,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/154729/4619676
154801/4636401,Talismania mekistonema,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,ALEPOCEPHALIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/154801/4636401
154807/4637970,Caranx crysos,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/154807/4637970
154815/4640485,Astronesthes richardsoni,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/154815/4640485
154820/4641606,Alepisaurus ferox,ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,ALEPISAURIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/154820/4641606
154906/4664006,Brama dussumieri,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BRAMIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/154906/4664006
154916/4666683,Chaenophryne longiceps,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ONEIRODIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/154916/4666683
154929/4669843,Benthocometes robustus,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/154929/4669843
154998/4687037,Argyropelecus hemigymnus,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/154998/4687037
155014/4696428,Alectis ciliaris,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/155014/4696428
155096/4703085,Sarda sarda,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/155096/4703085
155030/4705899,Macroramphosus scolopax,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,CENTRISCIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/155030/4705899
155112/4712037,Stemonosudis gracilis,ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,PARALEPIDIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/155112/4712037
155068/4721000,Remora brachyptera,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ECHENEIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/155068/4721000
155075/4726238,Remora albescens,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ECHENEIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/155075/4726238
155213/4746301,Synodus saurus,ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,SYNODONTIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/155213/4746301
170306/6737373,Scomber japonicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170306/6737373
170307/6738137,Tetrapturus pfluegeri,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ISTIOPHORIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170307/6738137
170314/6743776,Makaira nigricans,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ISTIOPHORIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/170314/6743776
170322/6747343,Kajikia albida,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ISTIOPHORIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/170322/6747343
170331/6750961,Acanthocybium solandri,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170331/6750961
170333/6752763,Tetrapturus georgii,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ISTIOPHORIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/170333/6752763
170338/6754507,Istiophorus platypterus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ISTIOPHORIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170338/6754507
170339/6755835,Scomberomorus cavalla,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170339/6755835
