total_id,scientificName,kingdomName,phylumName,className,orderName,familyName,redlistCategory,marine_regions,url
140026535/140322908,Gigantactis macronema,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,GIGANTACTINIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/140026535/140322908
140198461/140323038,Linophryne coronata,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,LINOPHRYNIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/140198461/140323038
140198472/140323043,Linophryne densiramus,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,LINOPHRYNIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/140198472/140323043
140348234/140858993,Danaphryne nigrifilis,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ONEIRODIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/140348234/140858993
140348402/140859003,Dolopichthys karsteni,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ONEIRODIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/140348402/140859003
18584848/141788242,Pristis pristis,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,PRISTIDAE,Critically Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/18584848/141788242
18175/141791261,Pristis pectinata,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,PRISTIDAE,Critically Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/18175/141791261
143619704/143620177,Anthias asperilinguis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/143619704/143620177
195409/145206345,Epinephelus itajara,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/195409/145206345
18596/145357488,Pseudorca crassidens,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Near Threatened,Atlantic Eastern Central,https://www.iucnredlist.org/species/18596/145357488
60344/152845178,Anguilla anguilla,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Critically Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/60344/152845178
22698209/154440143,Ardenna grisea,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Near Threatened,Atlantic Eastern Central,https://www.iucnredlist.org/species/22698209/154440143
22694591/154517364,Thalasseus sandvicensis,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/22694591/154517364
22694730/154676367,Onychoprion anaethetus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/22694730/154676367
11533/155057916,Lepidochelys kempii,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Critically Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/11533/155057916
22696637/155736224,Phaethon aethereus,ANIMALIA,CHORDATA,AVES,PHAETHONTIFORMES,PHAETHONTIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/22696637/155736224
2477/156923585,Balaenoptera musculus,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/2477/156923585
20733/156927622,Stenella longirostris,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/20733/156927622
22563/156932432,Tursiops truncatus,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/22563/156932432
41755/160983555,Physeter macrocephalus,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHYSETERIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/41755/160983555
39337/171964644,Pseudocarcharias kamoharai,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,PSEUDOCARCHARIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/39337/171964644
191823/174796143,Megalops atlanticus,ANIMALIA,CHORDATA,ACTINOPTERYGII,ELOPIFORMES,MEGALOPIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/191823/174796143
110847130/176550858,Mobula mobular,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,MOBULIDAE,Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/110847130/176550858
20738/178929751,Steno bredanensis,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/20738/178929751
4292/194720078,Cetorhinus maximus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,CETORHINIDAE,Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/4292/194720078
134817215/199893039,Delphinus delphis,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/134817215/199893039
42564343/201613657,Aetobatus narinari,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,AETOBATIDAE,Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/42564343/201613657
39370/205782570,Carcharhinus falciformis,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/39370/205782570
41747/206647387,Centroscymnus coelolepis,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Near Threatened,Atlantic Eastern Central,https://www.iucnredlist.org/species/41747/206647387
135717/4191586,Platichthys flesus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/135717/4191586
21112898/21910525,Linophryne pennibarbata,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,LINOPHRYNIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/21112898/21910525
17027/50369903,Phocoena phocoena,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/17027/50369903
18140801/60792788,Nansenia groenlandica,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,MICROSTOMATIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/18140801/60792788
60470481/60787970,Gigantactis elsmani,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,GIGANTACTINIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60470481/60787970
60484826/60814014,Sternoptyx pseudodiaphana,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60484826/60814014
154708/718871,Diplodus cervinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/154708/718871
170158/1283985,Dentex angolensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Near Threatened,Atlantic Eastern Central,https://www.iucnredlist.org/species/170158/1283985
170159/1284207,Pagrus caeruleostictus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170159/1284207
170160/1284573,Lithognathus mormyrus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170160/1284573
170162/1285147,Pagellus bellottii,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170162/1285147
170166/1285837,Dentex maroccanus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170166/1285837
170169/1286510,Sarpa salpa,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170169/1286510
170186/1289197,Dentex gibbosus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170186/1289197
170192/1290385,Dentex canariensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170192/1290385
170197/1291218,Oblada melanura,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170197/1291218
170209/1293809,Diplodus fasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170209/1293809
170211/1294089,Diplodus prayensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170211/1294089
170220/1295501,Pagrus auriga,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170220/1295501
170222/1296127,Diplodus bellottii,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170222/1296127
170224/1296530,Pagellus erythrinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170224/1296530
170229/1297432,Pagellus acarne,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170229/1297432
170232/1298055,Dentex macrophthalmus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170232/1298055
170241/1299733,Pagrus africanus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170241/1299733
170244/1300216,Pagellus bogaraveo,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Near Threatened,Atlantic Eastern Central,https://www.iucnredlist.org/species/170244/1300216
170245/1300534,Dentex dentex,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/170245/1300534
170246/1300886,Virididentex acromegalus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170246/1300886
170251/1301787,Boops boops,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170251/1301787
170253/1302459,Sparus aurata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170253/1302459
170258/1303321,Spondyliosoma cantharus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170258/1303321
170260/1303905,Diplodus annularis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170260/1303905
170261/1304171,Diplodus vulgaris,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170261/1304171
170262/1304486,Diplodus puntazzo,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170262/1304486
170280/1307759,Spicara maena,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CENTRACANTHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170280/1307759
170281/1308023,Spicara nigricauda,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CENTRACANTHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170281/1308023
170283/1308287,Spicara smaris,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CENTRACANTHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170283/1308287
170284/1308498,Centracanthus cirrus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CENTRACANTHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170284/1308498
170285/1308739,Spicara alta,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CENTRACANTHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170285/1308739
170286/1308950,Spicara melanurus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CENTRACANTHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170286/1308950
178021/1523812,Prionurus biafraensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/178021/1523812
178023/1524335,Acanthurus monroviae,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/178023/1524335
178938/1550291,Enneanectes smithi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/178938/1550291
179034/1561875,Tripterygion tartessicum,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/179034/1561875
185126/1768546,Blennius ocellaris,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185126/1768546
185129/1769289,Ophioblennius atlanticus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185129/1769289
185131/1769780,Spaniblennius riodourensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/185131/1769780
185136/1770511,Parablennius salensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185136/1770511
185138/1770777,Parablennius dialloi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185138/1770777
185140/1771118,Parablennius sierraensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185140/1771118
185141/1771279,Hypleurochilus aequipinnis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185141/1771279
185145/1771816,Parablennius verryckeni,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/185145/1771816
185146/1771952,Tripterygion delaisi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185146/1771952
185151/1772741,Microlipophrys caboverdensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185151/1772741
185153/1773010,Parablennius goreensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185153/1773010
185155/1773287,Clinitrachus argentatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CLINIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185155/1773287
185160/1774202,Microlipophrys velifer,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185160/1774202
185165/1774973,Coryphoblennius galerita,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185165/1774973
185166/1775267,Scartella caboverdiana,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185166/1775267
185168/1775545,Aidablennius sphynx,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185168/1775545
185170/1775933,Hypleurochilus langi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185170/1775933
185175/1776635,Salaria pavo,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185175/1776635
185177/1777052,Spaniblennius clandestinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/185177/1777052
185178/1777166,Bathyblennius antholops,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/185178/1777166
185180/1777432,Lipophrys pholis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185180/1777432
185181/1777671,Parablennius incognitus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185181/1777671
185183/1778161,Blennius normani,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185183/1778161
185185/1778498,Parablennius tentacularis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185185/1778498
185186/1778730,Malacoctenus africanus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRISOMIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/185186/1778730
185187/1778857,Microlipophrys bauchotae,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/185187/1778857
185193/1779730,Parablennius sanguinolentus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185193/1779730
188324/1858212,Chromis chromis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/188324/1858212
188352/1862900,Chromis cadenati,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/188352/1862900
188376/1866117,Chromis lubbocki,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/188376/1866117
188419/1872089,Abudefduf luridus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/188419/1872089
188425/1872835,Chrysiptera unimaculata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/188425/1872835
188486/1882062,Chromis limbata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/188486/1882062
188586/1898060,Stegastes imbricatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/188586/1898060
188622/1903771,Microspathodon frontatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/188622/1903771
189750/1935973,Helcogramma ascensionis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/189750/1935973
190403/1950722,Polyacanthonotus challengeri,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,NOTACANTHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190403/1950722
193691/2261145,Canthigaster capistrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/193691/2261145
193700/2262650,Balistes punctatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,BALISTIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/193700/2262650
193753/2271950,Canthigaster supramacula,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/193753/2271950
193758/2272606,Ephippion guttifer,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/193758/2272606
193767/2274082,Acanthostracion guineensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,OSTRACIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/193767/2274082
193768/2274187,Acanthostracion notacanthus,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,OSTRACIIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/193768/2274187
193771/2274608,Sphoeroides marmoratus,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/193771/2274608
194305/2310882,Pterothrissus belloci,ANIMALIA,CHORDATA,ACTINOPTERYGII,ALBULIFORMES,ALBULIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/194305/2310882
194332/2313414,Lutjanus agennes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/194332/2313414
194345/2317341,Lutjanus goreensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/194345/2317341
194364/2322498,Apsilus fuscus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/194364/2322498
194388/2329203,Lutjanus endecacanthus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/194388/2329203
194389/2329339,Lutjanus fulgens,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/194389/2329339
194394/2330500,Lutjanus dentatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/194394/2330500
194413/2333329,Brachydeuterus auritus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Near Threatened,Atlantic Eastern Central,https://www.iucnredlist.org/species/194413/2333329
194425/2334318,Parakuhlia macrophthalmus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/194425/2334318
194427/2334417,Parapristipoma humile,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/194427/2334417
194428/2334518,Parapristipoma octolineatum,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/194428/2334518
194432/2334768,Plectorhinchus macrolepis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/194432/2334768
194433/2334878,Plectorhinchus mediterraneus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/194433/2334878
194437/2335227,Pomadasys jubelini,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/194437/2335227
194440/2335460,Pomadasys perotaei,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/194440/2335460
194441/2335568,Pomadasys rogerii,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/194441/2335568
194969/2369649,Conger conger,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/194969/2369649
